"Biomarker" "Estimate" "lower95" "upper95" "Pvalue" "UKB.Field.ID" "Description" "group_name" "Phenotype" "Analysis_type" "Design" "Origin" "marker_and_origin" "origin_and_analysis_type" "fill"
"25" "HDL_P" 0.970822126437889 0.858995498609658 1.09720668234802 0.635321862364782 23430 "Concentration of HDL Particles" "Lipoprotein particle concentrations" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "HDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"26" "HDL_PL" 1.00976440285847 0.894758612810897 1.1395522040039 0.874848150143625 23414 "Phospholipids in HDL" "Phospholipids" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "HDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"27" "HDL_size" 1.00641517737131 0.895461141042491 1.13111721192519 0.914554228760963 23433 "Average Diameter for HDL Particles" "Lipoprotein particle sizes" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "HDL_size_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"28" "HDL_TG" 1.08407803212418 0.962304148554727 1.22126167854446 0.184204840692331 23410 "Triglycerides in HDL" "Triglycerides" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "HDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"29" "His" 1.01114980808001 0.895964869292857 1.14114288341148 0.857394711174458 23463 "Histidine" "Amino acids" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "His_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"30" "IDL_C" 0.949863303213769 0.837953644705634 1.07671862339011 0.421261583487935 23526 "Cholesterol in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"31" "IDL_C_pct" 0.934373115532059 0.836046123639857 1.04426429875437 0.231501636340538 23610 "Cholesterol to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_C_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"32" "IDL_CE" 0.949209880772296 0.837041066176683 1.07641002832897 0.416566829261435 23527 "Cholesteryl Esters in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"33" "IDL_CE_pct" 0.933987832653705 0.832395647849347 1.04797913564181 0.245098422901025 23611 "Cholesteryl Esters to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_CE_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"34" "IDL_FC" 0.942723155839773 0.833084459843809 1.06679093344644 0.349777377889963 23528 "Free Cholesterol in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"35" "IDL_FC_pct" 0.966145807962194 0.863615160998251 1.08084916105915 0.547380096193095 23612 "Free Cholesterol to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_FC_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"36" "IDL_L" 0.961172772364422 0.846164477779329 1.09181267069881 0.542495730912707 23524 "Total Lipids in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"37" "IDL_P" 0.96459566036139 0.850858037050151 1.09353705021556 0.573362587316568 23523 "Concentration of IDL Particles" "IDL (average diameter 28.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"38" "IDL_PL" 0.9577703940382 0.844200750148108 1.08661847023371 0.502852406813652 23525 "Phospholipids in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"39" "IDL_PL_pct" 1.00802178163651 0.895776699977365 1.13433170597016 0.894471336875749 23609 "Phospholipids to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_PL_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"40" "IDL_TG" 1.07893915869047 0.953628053572812 1.2207167184253 0.227748372669482 23529 "Triglycerides in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"41" "IDL_TG_pct" 1.10577357958541 0.987034064803257 1.23879737580573 0.0827781879969056 23613 "Triglycerides to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "IDL_TG_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"42" "Ile" 0.980659370372031 0.87350431933508 1.10095941074512 0.74079070601143 23465 "Isoleucine" "Branched-chain amino acids" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "Ile_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"43" "L_HDL_C" 0.967126304377713 0.861301190649733 1.08595378570615 0.571843897026086 23561 "Cholesterol in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"44" "L_HDL_C_pct" 0.986729101377009 0.898846343387659 1.08320440603313 0.778940864042355 23635 "Cholesterol to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_C_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"45" "L_HDL_CE" 0.963012633559561 0.857743143628217 1.08120168524168 0.523403201733015 23562 "Cholesteryl Esters in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"46" "L_HDL_CE_pct" 0.980436404444444 0.894326261338886 1.07483765680867 0.673575101980399 23636 "Cholesteryl Esters to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_CE_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"47" "L_HDL_FC" 0.978422157017904 0.87042243415404 1.09982220101435 0.714706769432608 23563 "Free Cholesterol in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"48" "L_HDL_FC_pct" 1.02489367558524 0.903715209854673 1.16232086701687 0.701717004085695 23637 "Free Cholesterol to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_FC_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"49" "L_HDL_L" 0.982908171990127 0.874697778096536 1.10450546320966 0.772051413760888 23559 "Total Lipids in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"50" "L_HDL_P" 0.975800917826495 0.867885465500386 1.09713489749715 0.682049381232111 23558 "Concentration of Large HDL Particles" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"51" "L_HDL_PL" 0.990649440426884 0.881473768208844 1.11334715701441 0.874699520021752 23560 "Phospholipids in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"52" "L_HDL_PL_pct" 1.14928586868138 0.948883428888801 1.39201293619124 0.15466092831606 23634 "Phospholipids to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_PL_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"53" "L_HDL_TG" 1.06578481923296 0.941973278897322 1.20586996080941 0.311923670009734 23564 "Triglycerides in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"54" "L_HDL_TG_pct" 1.05835786959863 0.941576797567463 1.18962296334738 0.341702703825473 23638 "Triglycerides to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_HDL_TG_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"55" "L_LDL_C" 0.94228966559085 0.831548384784486 1.06777889311809 0.351404327598533 23533 "Cholesterol in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"56" "L_LDL_C_pct" 0.916044731251975 0.827514224204058 1.01404655667596 0.0908405182802144 23615 "Cholesterol to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_C_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"57" "L_LDL_CE" 0.943899222454983 0.832623668008254 1.07004614015163 0.366991315817006 23534 "Cholesteryl Esters in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"58" "L_LDL_CE_pct" 0.911387424812779 0.815356020596061 1.01872926319922 0.102400872915793 23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_CE_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"59" "L_LDL_FC" 0.930238346401895 0.822630000778589 1.05192295478832 0.248942330051541 23535 "Free Cholesterol in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"60" "L_LDL_FC_pct" 0.952473595364589 0.851820089990779 1.06502060766912 0.392829298075435 23617 "Free Cholesterol to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_FC_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"61" "L_LDL_L" 0.95102141593999 0.838162124168681 1.0790773139189 0.435888153708228 23531 "Total Lipids in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"62" "L_LDL_P" 0.958375344626576 0.84670009099302 1.0847799722224 0.5012069778674 23530 "Concentration of Large LDL Particles" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"63" "L_LDL_PL" 0.950544519272424 0.838675433561626 1.07733557817686 0.427231617314826 23532 "Phospholipids in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"64" "L_LDL_PL_pct" 1.05760568593513 0.929718000587002 1.20308500665374 0.394361609317534 23614 "Phospholipids to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_PL_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"65" "L_LDL_TG" 1.08252030678165 0.956766659012273 1.22480251956564 0.208210700841566 23536 "Triglycerides in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"66" "L_LDL_TG_pct" 1.11537665412889 0.996246626511171 1.24875211365327 0.0581304927813425 23618 "Triglycerides to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_LDL_TG_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"67" "L_VLDL_C" 1.05312943051153 0.936305795832456 1.18452924498184 0.388189637273338 23498 "Cholesterol in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"68" "L_VLDL_C_pct" 0.941938040094342 0.843782826823254 1.05151141167112 0.286713345443075 23590 "Cholesterol to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_C_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"69" "L_VLDL_CE" 1.03662688440834 0.920413359082174 1.16751379896279 0.553217198967437 23499 "Cholesteryl Esters in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"70" "L_VLDL_CE_pct" 0.918939629300663 0.819896807694562 1.02994673765558 0.146266795642421 23591 "Cholesteryl Esters to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_CE_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"71" "L_VLDL_FC" 1.07166751140616 0.955530230358506 1.20192037730986 0.23693049214519 23500 "Free Cholesterol in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"72" "L_VLDL_FC_pct" 0.990187724957354 0.879089663410568 1.11532619647958 0.870991936837365 23592 "Free Cholesterol to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_FC_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"73" "L_VLDL_L" 1.07342623772118 0.956066904374583 1.20519168957321 0.230357911637778 23496 "Total Lipids in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"74" "L_VLDL_P" 1.08379380722157 0.968815341886813 1.21241785280178 0.159638480286846 23495 "Concentration of Large VLDL Particles" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"75" "L_VLDL_PL" 1.07827111139832 0.962412246464979 1.20807750934878 0.193817917295192 23497 "Phospholipids in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"76" "L_VLDL_PL_pct" 1.04015721045756 0.906698720809098 1.19325967671091 0.574139194680163 23589 "Phospholipids to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_PL_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"77" "L_VLDL_TG" 1.0871940245303 0.972141142324605 1.21586341274271 0.142953808312022 23501 "Triglycerides in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"78" "L_VLDL_TG_pct" 0.980008811928541 0.881662059727579 1.08932584867534 0.708211328790135 23593 "Triglycerides to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "L_VLDL_TG_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"79" "LA" 0.989455182757561 0.873136112869931 1.1212702627404 0.868051606268835 23449 "Linoleic Acid" "Fatty acids" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LA_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"80" "LA_pct" 0.915022544675899 0.815021879391468 1.02729298247833 0.132594413762561 23456 "Linoleic Acid to Total Fatty Acids percentage" "Fatty acid ratios" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LA_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"81" "Lactate" 1.07893641731723 0.9624163384475 1.20956362242477 0.192581235998025 23471 "Lactate" "Glycolysis related metabolites" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "Lactate_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"82" "LDL_C" 0.95444961913142 0.841640432445999 1.08237917326834 0.467562817404829 23405 "LDL Cholesterol" "Cholesterol" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"83" "LDL_CE" 0.960084857731575 0.84628054359448 1.08919310626046 0.526887326797064 23417 "Cholesteryl Esters in LDL" "Cholesteryl esters" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"84" "LDL_FC" 0.933503650230158 0.825462044325912 1.05568641342517 0.272878963808822 23421 "Free Cholesterol in LDL" "Free cholesterol" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"85" "LDL_L" 0.962314976614796 0.847593013250179 1.09256459142591 0.553113387329778 23425 "Total Lipids in LDL" "Total lipids" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"86" "LDL_P" 0.974384133157262 0.860814781481907 1.10293696085722 0.681506174209975 23429 "Concentration of LDL Particles" "Lipoprotein particle concentrations" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"87" "LDL_PL" 0.96061728528693 0.847119147962456 1.08932205228931 0.53110714877295 23413 "Phospholipids in LDL" "Phospholipids" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"88" "LDL_size" 0.904847214715935 0.811038197970595 1.00950668418316 0.0733688031762426 23432 "Average Diameter for LDL Particles" "Lipoprotein particle sizes" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LDL_size_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"89" "LDL_TG" 1.08570612303771 0.960948813824368 1.22666032638135 0.18671592286583 23409 "Triglycerides in LDL" "Triglycerides" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "LDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"90" "Leu" 1.01734511064454 0.907851388420477 1.14004460130097 0.767240034361743 23466 "Leucine" "Branched-chain amino acids" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "Leu_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"91" "M_HDL_C" 0.980866720926067 0.871810328008346 1.10356518305785 0.74802159439745 23568 "Cholesterol in Medium HDL" "Medium HDL (average diameter 10.9 nm)" "BC" "Raw" "healthy_noncancer_control" "HUNT_All" "M_HDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
