"Biomarker" "Estimate" "lower95" "upper95" "Pvalue" "UKB.Field.ID" "Description" "group_name" "Phenotype" "Analysis_type" "Design" "Origin" "marker_and_origin" "origin_and_analysis_type" "fill"
"11" "Citrate" 0.983814732750495 0.860643395853454 1.12461378666262 0.811024098410725 23473 "Citrate" "Glycolysis related metabolites" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Citrate_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"12" "Clinical_LDL_C" 0.956663592320088 0.844178288158109 1.0841373696872 0.487571546195985 23404 "Clinical LDL Cholesterol" "Cholesterol" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Clinical_LDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"13" "Creatinine" 0.959725382156423 0.846173703571809 1.08851504752195 0.522276000084491 23478 "Creatinine" "Fluid balance" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Creatinine_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"14" "DHA" 0.923514239044647 0.811138437986019 1.0514586780474 0.229375398505811 23450 "Docosahexaenoic Acid" "Fatty acids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "DHA_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"15" "DHA_pct" 0.908670244235549 0.808972035835212 1.02065532080677 0.106273915601056 23457 "Docosahexaenoic Acid to Total Fatty Acids percentage" "Fatty acid ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "DHA_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"16" "Gln" 0.940879504958912 0.832792557660106 1.06299490156231 0.327690398643914 23461 "Glutamine" "Amino acids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Gln_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"17" "Glucose" 1.01605492099121 0.903337047328978 1.14283766565646 0.790638697442887 20280 "Glucose" "Glycolysis related metabolites" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Glucose_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"18" "Gly" 0.893828997628996 0.790831488885515 1.0102408518512 0.0723589777254319 23462 "Glycine" "Amino acids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Gly_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"19" "GlycA" 1.09376225267067 0.970572727802508 1.23258755485107 0.141550701951293 23480 "Glycoprotein Acetyls" "Inflammation" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "GlycA_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"20" "Glycerol" 1.06346452807899 0.943056560042782 1.19924599477996 0.315543741909016 NA NA NA "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Glycerol_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"21" "HDL_C" 0.970892659401806 0.863620072869389 1.09148986422745 0.620961805924203 23406 "HDL Cholesterol" "Cholesterol" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "HDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"22" "HDL_CE" 0.965554481771112 0.859597311310863 1.08457232822955 0.554490567393018 23418 "Cholesteryl Esters in HDL" "Cholesteryl esters" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "HDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"23" "HDL_FC" 0.986862693073586 0.874822202104186 1.11325246734475 0.829705369272034 23422 "Free Cholesterol in HDL" "Free cholesterol" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "HDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"24" "HDL_L" 0.998668240710923 0.885474806522652 1.12633159933855 0.982677584724769 23426 "Total Lipids in HDL" "Total lipids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "HDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"25" "HDL_P" 0.973114588026448 0.861211799019058 1.09955762625232 0.661925951019676 23430 "Concentration of HDL Particles" "Lipoprotein particle concentrations" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "HDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"26" "HDL_PL" 1.01148283812375 0.896440215274247 1.14128919518172 0.852965217678339 23414 "Phospholipids in HDL" "Phospholipids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "HDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"27" "HDL_size" 1.00613790092988 0.895247362071361 1.130763986107 0.918197206540357 23433 "Average Diameter for HDL Particles" "Lipoprotein particle sizes" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "HDL_size_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"28" "HDL_TG" 1.08403890381009 0.962184810653398 1.22132498035983 0.184724905963316 23410 "Triglycerides in HDL" "Triglycerides" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "HDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"29" "His" 1.01403268757891 0.898536308204282 1.14437478161954 0.821306213838042 23463 "Histidine" "Amino acids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "His_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"30" "IDL_C" 0.949249690744966 0.837434217902003 1.0759949332341 0.415354004567092 23526 "Cholesterol in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"31" "IDL_C_pct" 0.936296332793781 0.837515978340685 1.04672728100058 0.247216144928177 23610 "Cholesterol to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_C_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"32" "IDL_CE" 0.948781181549289 0.836688472423856 1.07589115917214 0.412426734406278 23527 "Cholesteryl Esters in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"33" "IDL_CE_pct" 0.937513944924336 0.835562853462051 1.0519045853772 0.271993616338006 23611 "Cholesteryl Esters to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_CE_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"34" "IDL_FC" 0.941560919595631 0.832010744119609 1.06553547724658 0.340010592332563 23528 "Free Cholesterol in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"35" "IDL_FC_pct" 0.964892107835013 0.862302173144232 1.07968738657762 0.533194670718331 23612 "Free Cholesterol to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_FC_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"36" "IDL_L" 0.960224066316477 0.845351229407517 1.09070670918593 0.532392536916774 23524 "Total Lipids in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"37" "IDL_P" 0.963334658671934 0.849630956712817 1.09225500467758 0.559951133451972 23523 "Concentration of IDL Particles" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"38" "IDL_PL" 0.956448291878993 0.842993191557812 1.08517286284098 0.489449709380976 23525 "Phospholipids in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"39" "IDL_PL_pct" 1.0049411674703 0.893217565068572 1.13063915172676 0.934669474297161 23609 "Phospholipids to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_PL_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"40" "IDL_TG" 1.07793996034693 0.95244149110245 1.21997473752197 0.234674091080477 23529 "Triglycerides in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"41" "IDL_TG_pct" 1.10494604391234 0.9860915052366 1.23812623217416 0.0856610453472135 23613 "Triglycerides to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "IDL_TG_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"42" "Ile" 0.982406077230806 0.87508561265973 1.10288831928871 0.763613428878618 23465 "Isoleucine" "Branched-chain amino acids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Ile_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"43" "L_HDL_C" 0.967506079855273 0.86163131126577 1.08639043442119 0.576398908940839 23561 "Cholesterol in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"44" "L_HDL_C_pct" 0.986398517569349 0.898515716592868 1.08287703542072 0.773623248240779 23635 "Cholesterol to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_C_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"45" "L_HDL_CE" 0.963434657701984 0.858101842850779 1.08169717545141 0.528314502713127 23562 "Cholesteryl Esters in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"46" "L_HDL_CE_pct" 0.980090140160164 0.893845564803575 1.07465620534825 0.668709818353012 23636 "Cholesteryl Esters to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_CE_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"47" "L_HDL_FC" 0.978587633650978 0.870579905193897 1.09999524572226 0.71679550281394 23563 "Free Cholesterol in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"48" "L_HDL_FC_pct" 1.02409018120278 0.903455758236761 1.16083238130306 0.709700592774858 23637 "Free Cholesterol to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_FC_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"49" "L_HDL_L" 0.98333506980301 0.875107894047266 1.10494701976973 0.777575852264674 23559 "Total Lipids in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"50" "L_HDL_P" 0.976098359073676 0.868167222436672 1.09744756766122 0.685742296133167 23558 "Concentration of Large HDL Particles" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"51" "L_HDL_PL" 0.991210490350181 0.882008783223301 1.11393248555837 0.882153508357045 23560 "Phospholipids in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"52" "L_HDL_PL_pct" 1.14987805295747 0.95063498844667 1.39088036180296 0.150290299003528 23634 "Phospholipids to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_PL_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"53" "L_HDL_TG" 1.06505896095933 0.941345778709022 1.20503072938346 0.317067821987627 23564 "Triglycerides in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"54" "L_HDL_TG_pct" 1.05673823067675 0.940017817529422 1.18795161894777 0.355413325894207 23638 "Triglycerides to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_HDL_TG_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"55" "L_LDL_C" 0.941626570357905 0.831011397199109 1.06696562886194 0.3455059925074 23533 "Cholesterol in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"56" "L_LDL_C_pct" 0.917122074784845 0.828147324811688 1.0156561216314 0.0965926172807769 23615 "Cholesterol to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_C_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"57" "L_LDL_CE" 0.94321129207914 0.832057384446786 1.06921416495463 0.360784960665019 23534 "Cholesteryl Esters in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"58" "L_LDL_CE_pct" 0.913707751321083 0.817853676004553 1.02079611465802 0.110497743636033 23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_CE_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"59" "L_LDL_FC" 0.929502780544008 0.82196118740044 1.05111461743282 0.24388850584755 23535 "Free Cholesterol in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"60" "L_LDL_FC_pct" 0.952671476116739 0.851730222800619 1.06557559789551 0.396174831121427 23617 "Free Cholesterol to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_FC_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"61" "L_LDL_L" 0.950222728549913 0.837511421901422 1.07810259089114 0.428017012262158 23531 "Total Lipids in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"62" "L_LDL_P" 0.957160758848683 0.845489508441131 1.08358141542046 0.489097155189762 23530 "Concentration of Large LDL Particles" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"63" "L_LDL_PL" 0.949711591138576 0.837930554550804 1.07640436483007 0.419330417835797 23532 "Phospholipids in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"64" "L_LDL_PL_pct" 1.05791758567252 0.930231935448282 1.2031296447975 0.390928729285474 23614 "Phospholipids to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_PL_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"65" "L_LDL_TG" 1.08147022313568 0.95548053196888 1.22407291870101 0.215220638400096 23536 "Triglycerides in Large LDL" "Large LDL (average diameter 25.5 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"66" "L_LDL_TG_pct" 1.11428006961655 0.995069232503002 1.24777254987724 0.06088303017182 23618 "Triglycerides to Total Lipids in Large LDL percentage" "Large LDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_LDL_TG_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"67" "L_VLDL_C" 1.05311505506418 0.936069348049125 1.18479610673528 0.389277578095236 23498 "Cholesterol in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"68" "L_VLDL_C_pct" 0.947212524385747 0.85406462497976 1.05051952757613 0.304507860867886 23590 "Cholesterol to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_C_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"69" "L_VLDL_CE" 1.0364470913831 0.920036751126718 1.16758659034104 0.555915551539571 23499 "Cholesteryl Esters in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"70" "L_VLDL_CE_pct" 0.922708344974974 0.826976127083951 1.0295226935856 0.150048886965788 23591 "Cholesteryl Esters to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_CE_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"71" "L_VLDL_FC" 1.07197377113192 0.955548554208655 1.20258438038918 0.236087480788224 23500 "Free Cholesterol in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"72" "L_VLDL_FC_pct" 0.989483970490968 0.879996638234567 1.1125934865192 0.859748273838358 23592 "Free Cholesterol to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_FC_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"73" "L_VLDL_L" 1.07401053980428 0.956388094242377 1.20609891168129 0.227632898648316 23496 "Total Lipids in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"74" "L_VLDL_P" 1.08454147923834 0.969181476289049 1.21363258477888 0.157241969017413 23495 "Concentration of Large VLDL Particles" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"75" "L_VLDL_PL" 1.07864446847708 0.962475695219878 1.20883456606185 0.192873332921722 23497 "Phospholipids in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"76" "L_VLDL_PL_pct" 1.03759862162547 0.90561904342905 1.18881212515427 0.594908680060344 23589 "Phospholipids to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_PL_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"77" "L_VLDL_TG" 1.08859275644481 0.973155032108978 1.21772394971433 0.13776119981496 23501 "Triglycerides in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"78" "L_VLDL_TG_pct" 0.983389509076236 0.881541718943053 1.09700415281613 0.763971398602194 23593 "Triglycerides to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "L_VLDL_TG_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"79" "LA" 0.989392196024529 0.873202673673366 1.12104205251255 0.867119303643122 23449 "Linoleic Acid" "Fatty acids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LA_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"80" "LA_pct" 0.915991578330573 0.815470178224928 1.02890405311806 0.139000706093759 23456 "Linoleic Acid to Total Fatty Acids percentage" "Fatty acid ratios" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LA_pct_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"81" "Lactate" 1.07996673807734 0.963272678210059 1.21079750493979 0.187303107425235 23471 "Lactate" "Glycolysis related metabolites" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Lactate_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"82" "LDL_C" 0.953748141754372 0.841088956191892 1.08149739834699 0.460286640161185 23405 "LDL Cholesterol" "Cholesterol" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"83" "LDL_CE" 0.959368995138721 0.845702986727467 1.0883121891233 0.519138058596668 23417 "Cholesteryl Esters in LDL" "Cholesteryl esters" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LDL_CE_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"84" "LDL_FC" 0.932739469438307 0.824780669947027 1.05482942259538 0.267238439369709 23421 "Free Cholesterol in LDL" "Free cholesterol" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LDL_FC_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"85" "LDL_L" 0.961459131884164 0.846903032439573 1.09151062975962 0.543718467780776 23425 "Total Lipids in LDL" "Total lipids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LDL_L_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"86" "LDL_P" 0.97316563337821 0.859589123805422 1.1017488748529 0.667488532110125 23429 "Concentration of LDL Particles" "Lipoprotein particle concentrations" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LDL_P_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"87" "LDL_PL" 0.959719508912706 0.846318262764777 1.08831579833654 0.521628783170393 23413 "Phospholipids in LDL" "Phospholipids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LDL_PL_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"88" "LDL_size" 0.905377644406112 0.811476271605067 1.01014497610511 0.0751927470518927 23432 "Average Diameter for LDL Particles" "Lipoprotein particle sizes" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LDL_size_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"89" "LDL_TG" 1.08473117351804 0.959709640602966 1.22603928211304 0.193001387601553 23409 "Triglycerides in LDL" "Triglycerides" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "LDL_TG_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"90" "Leu" 1.01865092617077 0.908956638601897 1.14158328936858 0.750575094126556 23466 "Leucine" "Branched-chain amino acids" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "Leu_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
"91" "M_HDL_C" 0.983104502117729 0.873846880484316 1.1060226724715 0.77680467867509 23568 "Cholesterol in Medium HDL" "Medium HDL (average diameter 10.9 nm)" "BC" "Raw" "All_control_except_phenotype" "HUNT_All" "M_HDL_C_HUNT_All_BC_Raw" "HUNT_All_BC_Raw" "not-sig"
